node1,node2,score
26059311,4429332928,677.942301628283
26059311,1987116406,681.4503319427511
26059311,1924125169,586.5147041322351
26059311,1924125174,615.9073421820201
26059312,420547128,371.7173616364511
26059312,2518952176,329.51312889362515
26059312,1941921927,191.12930256020604
26059315,2518952144,229.02996548737786
26059315,420547124,219.84664010475603
26059315,2518952154,261.9701676028109
26059326,2990317175,226.48348776062338
26059326,3255215311,469.667743659137
26059326,3255248421,305.58933945511086
26059332,1943828794,450.9437995678589
26059332,1729202398,263.29838067083836
26059332,4429259475,571.5203886425102
26059343,2990317173,3.20982823210103e-05
26059343,1987108058,41.60902553950474
26059343,1987108044,0.319284912476638
26059362,6315375926,120.12536557402575
26059362,6315375928,87.12417224456259
26059362,1307159575,91.37657683849449
26059363,1987108061,181.13455692982916
26059363,6315375926,160.19756609902004
26059363,6315375927,96.44796760996616
26059364,60076972,178.72766056772542
26059364,1307159488,216.4670359093566
26059364,9339668038,240.1415677313484
26059367,1987108056,483.9208228283081
26059367,9339668045,532.1413623769515
26059367,1984430498,408.5173929045453
26059367,3357222519,405.69052273018883
26059368,1307159451,489.1166885287495
26059368,7287615670,489.07755411779067
26059368,3357222488,498.0917048356766
26059368,423743084,443.29215890667524
26059375,26059376,350.8697764562886
26059375,6273863585,350.86144951184326
26059375,1076646244,329.4392891162919
26059376,7287615682,336.15335811452326
26059376,26059375,350.8697764562886
26059391,9724181992,2.5512068957414198e-23
26059391,2578036927,1.623977528731274e-19
26059391,2578036978,9.119618223180302e-24
26059394,5108635182,1.0825649593330264e-11
26059394,9724124005,2.548158292138391e-11
26059394,4415853913,1.0268578055383116e-10
26059396,4415853916,3.388783739496952e-10
26059396,4415853913,2.9014659586267804e-10
26059396,9725172298,3.1843967847162184e-07
26059482,9724126057,8.805009623499881e-16
26059482,9741201302,1.9416966062082773e-16
26059482,9724181835,7.963556559487695e-16
26059482,9724181837,2.0000311965407619e-16
26059484,9724181831,1.4977663752299578e-11
26059484,1908159203,1.0875960533078743e-11
26059484,1908159214,9.247161944031052e-11
