node1,node2,score
313164120,313164113,366.37959408167933
313164126,8667811524,253.52586819968064
313164126,8667811525,239.9367785124427
313164126,3357165290,233.21287817603852
313164126,8667811523,253.4901247270563
313164142,415647757,378.4394267945416
313164142,8667811645,379.78308706925037
313164142,8667811650,374.58477033286715
313164142,8667811644,376.8568693065601
313164160,2600512320,262.0322809389297
313164160,2600512316,309.90812128678533
313164160,1307159422,259.73648306332865
313164160,1151731340,344.4245226661286
314947100,3335611400,177.37450773313626
314947100,321706332,174.4026692901672
314947100,11089396200,209.7123557932727
315310567,318556931,19.139401165732597
315310567,4526522049,16.480370900442757
315310567,315310576,69.99736330261598
315310576,1151731188,103.83746375614635
315310576,315310567,69.99736330261598
315310576,26069770,204.1969739217771
315310709,3597730446,486.5652481208357
315310709,3597730434,380.18178698989345
315310709,3597736119,465.4776626456801
315310709,7537285775,381.506090127784
315310709,3597730454,396.93869957218766
315310715,418760276,204.92434874312107
315310715,2136831318,216.30660295886372
315310715,9311714927,251.81391615670242
315310715,316623789,100.28243161230348
316228995,2141140253,95.86391006606253
316228995,2141148648,79.43662029752144
316228995,8671125496,138.3095909936732
316622556,4308577544,0.022908417439060438
316622556,316622625,0.021730271182576498
316622556,316622557,0.014555971804829091
316622556,4308577537,0.03378985522728961
316622557,4308577513,0.007491150721083457
316622557,2905652666,0.007962591192425775
316622557,10959236259,0.005295220171691943
316622557,316622556,0.014555971804829091
316622557,10074157218,0.003699364344303083
316622558,10074157219,1.5940242176013257e-10
316622558,10074157221,1.460586594138009e-10
316622558,4308577521,6.898870402055669e-10
316622558,4308577520,1.8934360065408107e-09
316622589,8675744890,1.1605714738704155e-08
316622589,316622621,4.980279329288735e-09
316622589,4308577527,1.0212952294561403e-08
316622589,4308577520,5.492692663664328e-09
316622614,5601254518,0.499519176028293
316622614,2905651997,0.34110074929689727
316622614,8667811104,0.4321233014043452
316622614,5601254520,0.3605693467143733
316622614,5601255521,0.5794982294179065
316622615,4308577528,0.0001590386069480056
316622615,1919128601,0.00011290440394959365
316622615,4161791385,0.00010400820287993635
316622615,4308575662,0.00016234881481215602
316622621,316622589,4.980279329288735e-09
316622621,8675744889,2.0178609187842143e-09
316622621,4308577525,1.9896365179988966e-09
316622621,4308577539,3.413150511294463e-09
316622625,316622556,0.021730271182576498
316622625,4308577538,0.033565280981821106
316622625,4308577513,0.014665450098830862
316622626,331685115,42.8772257959061
316622626,5371862338,31.4883194662126
316622626,5371862337,31.712678635988894
316622626,6435472420,39.90104431323428
316622626,6435472418,42.33421750474271
316622630,3371223562,0.0028509129104326665
316622630,8675745274,0.004701693671554093
316622630,1985391128,0.0025236499879934715
316622632,3665029963,7.214280313545198e-11
316622632,3665029961,1.7710953068123345e-11
316622632,1076646383,3.7541669208001636e-11
316622632,8675745300,3.192606188471834e-11
316622633,8675745331,137.13889573497997
316622633,2905602261,136.35828015281186
316622633,4061814753,155.9218989016944
316622633,2905602260,119.5748997295398
316623789,2136831332,0.9982195539010104
316623789,318556931,3.9214385685580764
316623789,315310715,100.28243161230348
316623789,4043578969,17.214557427338825
318296824,1747621105,340.86200323828393
318296824,1076646409,332.56101232794447
318296824,8568550659,342.7527764308571
318296824,8568550653,289.7131250950629
318296827,1747621055,170.8181273689211
318296827,4461256992,175.42840920238183
318296827,1168830444,184.21865688228883
318296827,1747621091,217.75526986368146
318296845,11089401045,275.2473208376173
318296845,8670492937,258.28619945042414
318296845,8568550678,305.8240981675591
318296847,8670492937,231.2782490665464
318296847,8670492938,232.09501690832008
318296847,8670492936,218.7966119047589
318296847,2348039075,222.18105488245314
318296850,8670492879,95.05568917814662
318296850,8670492936,153.79144181946975
318296850,11197005144,118.43992847943733
318556931,698993624,6.537863464034844
318556931,316623789,3.9214385685580764
318556931,315310567,19.139401165732597
318918096,8667811033,98.14073138492446
318918096,3335611398,125.78924337199896
318918096,8667811055,113.07573641978846
318918107,8667811033,65.65521140914963
318918107,8667811010,84.09803134134152
318918107,318918114,37.06626736620129
318918107,26069823,34.33088751734256
318918114,26069823,32.258863710404356
318918114,1726063067,56.10899044032189
318918114,318918107,37.06626736620129
318918192,4382229571,57.79936926429618
318918192,5601254518,27.66045716860017
318918192,8667811107,27.805639082951053
318918196,10959236205,62.87388014130846
318918196,1726063067,70.02903039108915
318918196,318918200,93.94996361863691
318918200,8667811011,143.41635299691885
318918200,8667811012,152.49017520577087
318918200,318918196,93.94996361863691
318918200,10959236205,93.98952029914776
318919585,429592661,3.3862288352183103e-07
318919585,8667811122,2.3329585604978458e-07
318919585,12735986658,2.799049289819249e-07
318919585,8667811126,5.247772744181961e-07
318919585,8667811127,3.6229453672566063e-07
318919601,1919128613,3.669213457520867e-22
318919601,8675317224,5.450253887062504e-22
318919601,429592655,2.0112260754836663e-22
318919638,1163353672,209.434825023968
318919638,9336925887,272.48210174156986
318919638,1163353714,207.69430190969518
318919640,11066181541,242.1828501478426
318919640,427515899,293.4910154586602
318919640,1163353732,270.8228505409219
318919652,5559573791,351.59561313902105
318919652,2905733961,409.8236925976426
318919652,426526840,397.80645987898527
318919670,5413535656,152.72471290428007
318919670,418281203,136.26565294715783
318919670,4817577918,192.9758626331922
318919670,5413535670,143.0619875172431
318919673,2916169642,250.77069984189654
318919673,2916169640,267.30871890653236
318919673,3335279401,267.05672484429095
320239328,5069109522,0.004116171793205853
320239328,8667811111,0.005767168508262893
320239328,8667811110,0.008622740962930175
320239329,9320919909,2.2856296988161778e-05
320239329,4407994839,1.9682090098324505e-05
320239329,2628529115,23.447063269971544
321706130,665074329,215.05991320863149
321706130,10870528493,152.12236529380658
321706130,665074326,159.71839940408307
321706137,2270099662,343.45959322456497
321706137,8670492961,332.4942151998954
321706137,8670492960,326.73216471308706
321706138,26069872,188.8478684149133
321706138,8667811463,177.46238279318453
321706138,8667811466,184.86311547744694
321706141,8670492927,249.69317125937937
321706141,9336469648,256.7595720421928
321706141,8670492935,243.0119325057119
321706143,8568550722,264.6624873938874
321706143,1747620923,134.79655615317782
321706143,8568550721,262.2297084293167
321706262,1101582428,282.97961418713726
321706262,3677437814,285.07505195219846
321706262,26069860,265.3967526703308
321706262,1859239461,273.9981632198606
321706262,1724154142,236.92807318490748
321706262,1859239447,298.3094033417765
321706316,7224393859,492.8147888575878
321706316,311080380,512.7765266005848
321706316,5160642088,490.3784265993153
321706321,321706324,146.2004621466794
321706321,7224393859,305.8734797700551
321706321,11089396200,179.42061994125655
321706324,2903294025,121.9129533089245
321706324,321706321,146.2004621466794
321706324,2578036796,164.11766916536578
321706332,8667811034,169.46781741519405
321706332,314947100,174.4026692901672
321706332,2578036863,166.93738051778848
321706337,1120363051,268.4436144256674
321706337,1120363029,277.1443602020282
321706337,1120362934,225.91193932541847
321706338,1097076793,317.2783138840486
321706338,1120362712,371.19251276715863
321706338,1120362650,312.1442223803259
321706338,4413455814,290.5198264744001
321706338,11012210923,310.4311345280143
321706339,8667811215,225.94672213738963
321706339,4413455814,265.18618510411636
321706339,9343114846,258.05790950189385
321706341,7930454485,381.6788519822685
321706341,11012210924,350.89703158491915
321706341,1482272894,404.80015295011583
321706341,11012210923,347.7610157432179
321706363,6315376027,138.32058060978517
321706363,8675745355,114.44018365273294
321706363,665087333,99.50019642465747
321706363,1718165248,95.82855059101146
321706363,1718165255,92.64230658244452
321706366,8872037932,271.4390631829408
321706366,6315376027,187.07607205587345
321706366,924213338,259.69125805641096
321706369,11066131676,395.5947569044941
321706369,321706371,369.0359959741671
321706369,3306935725,330.43598720090193
321706369,368297594,406.598959141279
321706371,321706369,369.0359959741671
321706371,1722866344,314.5391634745814
321706371,1079387373,325.60412405505866
321706377,6333711663,308.75631751689383
321706377,4408412729,318.8325316862979
321706377,1127494351,300.7973881095975
321706380,9319931669,253.21262269035435
321706380,4401808638,226.70881843614882
321706380,7721501220,220.23782015577268
321706380,1103039646,240.86423260910698
321706382,9319931625,304.3197762254076
321706382,9319931623,297.9966182202316
321706382,1122468024,292.11119739170704
321706382,9319931629,304.4668076846408
321706394,9319931570,342.7023153170873
321706394,1188790281,347.25012801376414
321706394,9319931572,345.3569390003008
321706394,9319931568,344.0400471987627
321706395,11400016542,187.07298318013363
321706395,1079387306,199.33559308253513
321706395,2630761950,246.598204280422
321706396,9319931548,424.1074790440973
321706396,7721501212,414.36962474273224
321706396,9319931576,423.1598051485797
321706398,2600512323,197.9786093454133
321706398,368297601,310.90168341591595
321706398,4973553137,210.17689085789456
321706398,1200097377,236.16229650059557
321706399,6333865579,264.636938833063
321706399,6333865580,267.1894746318579
321706399,6333865581,286.1389701743159
321706399,6333865582,278.7377319024971
321706409,8670492884,150.9953662249747
321706409,8670492885,150.12390521960364
321706409,8670492871,197.94889136309124
321706410,10818971178,344.9129874205951
321706410,8670492842,361.1986791695715
321706410,321706413,376.5422314799333
321706413,1953248250,449.66874656782073
321706413,321706410,376.5422314799333
321706413,321706415,398.6393790895644
321706415,1953248257,470.67242410276765
321706415,321706416,391.6358445421527
321706415,321706413,398.6393790895644
321706416,9127689093,393.05922266383465
321706416,321706415,391.6358445421527
321706416,10818971148,359.50800577014456
322800776,1151193163,458.23696258336327
322800776,1151193544,423.04506958417346
322800776,9326297964,361.24510353565466
322800776,1151193614,395.1117939795514
322800777,1163353680,348.16675251408316
322800777,9323286208,395.71709283786794
322800777,2905733426,337.79729501371617
322800777,1163353694,302.2616854808128
322800785,9029164658,177.55708285860518
322800785,2042814613,196.28173179604474
322800785,9029164661,179.52055279476667
322800785,9029164663,199.52472170521722
322800785,1968971373,201.88387416503764
322800786,3485172099,204.84636739135652
322800786,1163353694,238.7334683068028
322800786,1163353663,204.56621298327946
322800789,3335279414,325.7438729913238
322800789,8671125518,311.66547813850104
322800789,8671125545,424.5221854667379
325668277,9336469657,181.8230579688909
325668277,665074294,198.3210608849139
325668277,8670492990,177.39687823579936
325668287,2270233777,200.41673171117606
325668287,2270233799,211.98153919803946
325668287,1168830640,176.18105277689628
325668287,1755241754,219.07792431393236
325668295,8670492951,288.53098970768286
325668295,8670492953,259.54523688611664
325668295,8670492949,262.9484215082235
325668295,8670492955,277.7829437989836
331638814,3484178782,305.7253672456145
331638814,1115665668,337.8678023652551
331638814,4408418539,346.47364960141647
331638816,2916985828,226.70508974770001
331638816,2916985870,182.3009221941697
331638816,4408412729,289.41545609066804
331638816,2905764739,289.53294492643363
331638817,1127494203,451.3662361325273
331638817,3335279431,554.2264093437637
331638817,331638819,506.10490525310104
331638819,3335279432,499.77141677386453
331638819,2905764741,396.8529702027778
331638819,331638817,506.10490525310104
331638820,4551174864,147.3712940769708
331638820,410456356,144.8607633172367
331638820,331638836,143.2542719993176
331638823,4551171694,327.0900628162557
331638823,331638826,318.2184436800716
331638823,410456354,267.02517627228946
331638826,4269544918,364.185589292173
331638826,331638827,324.6625812396188
331638826,331638823,318.2184436800716
331638827,8671125632,339.7401969505004
331638827,331638828,288.5100375051714
331638827,331638826,324.6625812396188
331638828,8671125631,276.1476681133861
331638828,331638829,232.63046944548665
331638828,331638827,288.5100375051714
331638829,4269544930,201.4465484804213
331638829,331638832,175.2702154874508
331638829,331638828,232.63046944548665
331638832,2902738366,152.24670758103582
331638832,331638836,147.0537195263319
331638832,331638829,175.2702154874508
331638836,6437941619,146.1060397916317
331638836,331638820,143.2542719993176
331638836,331638832,147.0537195263319
331638845,2383000375,357.647983689457
331638845,3355904085,402.7520765365367
331638845,1079387328,287.93764853199366
331638848,10983579388,200.17054860035978
331638848,9322994513,209.45970383488014
331638848,4413406774,257.415660330317
331638848,8671125221,272.994643837643
331638852,9319931542,301.6216190563026
331638852,9319931537,302.80500700286836
331638852,9319931539,309.89699690089896
331638852,9319931541,310.96704628070995
331638856,8671125585,263.14025860555284
331638856,8671125589,265.61577865661855
331638856,3335279405,279.6037791937585
331685115,316622626,42.8772257959061
331685115,665087326,39.89780924967593
331685115,1718165248,57.6493754454516
331685115,6435472419,54.30805601554429
331685115,6435472416,52.02220240581606
331685115,2772885688,55.93303838317419
334549717,2345585985,0.5424163225347711
334549717,9724126052,0.4635085838730564
334549717,26059486,0.2577913730600075
334549717,9724126050,0.5615521732032923
334549736,9838666921,1.2339571716759833e-13
334549736,10595548547,5.159618046601096e-13
334549736,9838664715,2.0497111628911831e-13
334549740,3501099795,1.8362240173976603e-11
334549740,3501099794,6.041607226982522e-12
334549740,1513884411,1.2849915750542237e-11
334549754,334549758,0.0007394619566600186
334549754,3501099797,2.615771978900515e-05
334549754,4002922657,0.00019353183683380943
334549758,334549754,0.0007394619566600186
334549758,11013982132,0.0027100735906435804
334549758,10980329300,0.007634507387197057
334549777,1909470533,0.0006789792868877493
334549777,4002876221,0.0012023521714612582
334549777,10980329299,0.0013596415602298716
334549793,10980329293,0.00022607447769933364
334549793,10980329288,5.8365343006729195e-05
334549793,1705800203,0.0017658538335439788
346112686,8568550730,255.5985684146655
346112686,8568550719,250.7497355111352
346112686,441675614,209.24867456418127
346112705,8568550664,274.3310362347936
346112705,1747621099,268.90830819151284
346112705,1747621100,265.1825516420614
346112705,8568550669,271.76590759802934
359868199,2399106438,384.12338378917445
359868199,2399106422,341.70444231116994
359868199,8422177819,413.4536205805525
359868214,8568550741,178.79240921846878
359868214,3372819547,191.61119818047692
359868214,3357225544,193.6008401343832
359868214,3357225532,187.0008328080716
361550477,1747621115,349.73019606653384
361550477,8568550632,354.5903785718764
361550477,8568550636,347.8240321089029
361550477,400886746,354.15107294468976
361552709,8675744903,1.2221107042434995e-07
361552709,8675744902,1.268787847320529e-07
361552709,8675744762,0.0001080357207410064
361552713,1986413602,0.0009166603737184165
361552713,8675744763,0.0011978657204427482
361552713,8675744762,0.0006686210502652666
361552713,8675744765,0.0017976881127377163
361552950,361552953,1.6677423812172432e-05
361552950,2903217080,1.3292222839468605e-07
361552950,1702087857,1.0789249620510196e-07
361552953,361552950,1.6677423812172432e-05
361552953,1101582040,1.657546289907263e-05
361552953,1101582347,0.008668967417373285
361552960,2628010851,0.6709046396078335
361552960,1482255436,12.04174939012599
361552973,1099409396,167.8339403194422
361552973,1554230235,144.7446146998439
361552973,1099409304,218.68799185221206
368297594,8667811663,384.03641585564947
368297594,5371862404,404.39943781924774
368297594,11066131676,372.1018416655714
368297594,5371862403,387.2350169037108
368297594,321706369,406.598959141279
368297601,2385315994,419.48253949565765
368297601,9319931548,423.85405150843724
368297601,9319931547,423.496834987605
368297601,321706398,310.90168341591595
368297601,1782743134,351.0337170249678
368297601,2385315976,407.27737147569553
368297601,2630764820,363.24315664756796
368297602,1307159669,347.9047963737596
368297602,2385315970,334.56359757082305
368297602,2385315974,343.3008784815061
368297602,9319931574,353.7140375847438
368297603,1307159669,357.1274310734208
368297603,1307159642,372.32307011266903
368297603,2905764752,341.69857890871526
368297603,1307159442,349.0586648703622
368297608,3480106950,291.287060122338
368297608,1079387244,337.3182888994056
368297608,9322639703,272.8129890919301
388545531,8667811602,367.5975251085671
388545531,8667811564,287.7581342685556
388545531,26069924,370.24413982136525
388545531,9336925656,374.72584717697475
400886720,9317774768,441.38982947415775
400886720,9317774802,386.5283919157091
400886720,1127494232,455.07109488749603
400886726,1122467994,334.3394477179105
400886726,1122468011,317.3075743005721
400886726,1122467907,320.8261464457232
400886727,1747621152,505.27007166902354
400886727,9317774852,500.9065651699125
400886727,3306931424,502.12141806976445
400886727,9317774858,515.7149479805345
400886729,1747621152,468.0796837870364
400886729,2630761939,398.3503499882412
400886729,400886743,432.882388923891
400886743,6403370365,449.3966402556101
400886743,1747621124,449.1801059480507
400886743,1747621128,428.39079563532795
400886743,1151731066,432.3030478400053
400886743,400886729,432.882388923891
400886743,3306931453,344.24575080628716
400886744,8568550646,388.8402438966133
400886744,8568550641,372.2037081067676
400886744,1076646221,373.3549008908969
400886744,1747621110,384.51976198274207
400886746,8568550637,348.95424841916986
400886746,8568550633,357.96243889651515
400886746,361550477,354.15107294468976
400886746,1747621113,353.48282631151056
410456348,8671125697,194.81534435607284
410456348,4324935218,197.83820761010293
410456348,3357165289,191.01436039734295
410456348,8671125695,176.15439648774603
410456354,6126831019,240.01969315045562
410456354,331638823,267.02517627228946
410456354,410456356,190.97974112895207
410456355,8671125660,304.5495674496033
410456355,8671125659,302.9983003122011
410456355,9322997573,302.2670432951039
410456356,6333765903,150.1090671088033
410456356,410456354,190.97974112895207
410456356,331638820,144.8607633172367
410456358,8671125629,122.20407159662594
410456358,3305186806,117.32996763417272
410456358,8671125627,118.70317138859852
415647757,313164142,378.4394267945416
415647757,8667811648,377.13187957351016
415647757,8667811647,379.71415230523337
415647757,8667811646,380.33202251503764
415647757,8667811649,374.69293441909207
415647759,1941922115,227.7159583299856
415647759,12485437631,183.69983955814817
415647759,1959271935,216.6146660546218
415647762,1076646592,331.7789651168631
415647762,1076646394,411.8748715245842
415647762,4096409458,313.35911880891604
415647762,1076646376,306.86827631733615
415647766,6333765781,252.62679253781278
415647766,2989547927,253.33772194950237
415647766,2989547920,249.316036022692
415647767,423645477,298.2827259593363
415647767,9326585933,321.4331389787027
415647767,1373613605,319.77441502993554
415647767,5371658134,340.66517803550073
415647769,4383459449,465.8168319953473
415647769,4443326620,463.125390898994
415647769,4448340024,467.5933033941475
418281159,418281160,432.6070787228548
418281159,3114944510,420.7340323831593
418281159,2883449713,430.4355758361901
418281160,1307159578,412.6152008417573
418281160,4443326627,341.98195809815786
418281160,418281159,432.6070787228548
418281166,11968916552,244.44156027610978
418281166,9345348472,222.8678976131236
418281166,8181608359,231.66426907440768
418281170,5365901204,244.57125253388725
418281170,11968916564,237.71680766073703
418281170,11968916539,226.0891437943089
418281170,11968916533,229.30786216121675
418281174,9345548882,247.02764410050463
418281174,4429450852,196.74323831077527
418281174,9345548879,255.69234510103018
418281176,1378014202,324.86826809227694
418281176,9345548845,237.82164686334704
418281176,426882138,346.26877317223386
418281183,4419524045,301.7203650770315
418281183,4419524044,270.57385650440125
418281183,7922528470,307.26567875725243
418281186,9166306170,332.53063267997106
418281186,2517256634,379.3107451576661
418281186,9345548847,374.38974016537145
418281186,2517256610,481.0347582995664
418281187,9345548984,209.6841535804036
418281187,9345530414,216.1004231074623
418281187,423645468,210.94634733898647
418281192,1325753380,264.07489174137095
418281192,1325753383,250.16559566431926
418281192,3735444869,174.67320259809506
418281193,9189456808,275.13477439986747
418281193,1325753379,272.4645565455726
418281193,9189456814,271.7438640551046
418281193,9189456806,271.30251534799834
418281195,1325753389,142.83136160675366
418281195,1325753387,111.33550812875639
418281195,3735444869,109.86229355389811
418281197,1099409434,301.90844822380484
418281197,7771933253,295.5273787886632
418281197,1325753431,311.0540823082497
418281201,2141295389,302.5732497671049
418281201,2141295391,283.31919419934707
418281201,3307250573,298.04711975834005
418281201,7922528447,293.0762583401089
418281203,5413535670,127.42722566208334
418281203,3485232807,107.94932072006566
418281203,5413535671,117.6010310651811
418281203,1722849414,119.805481782625
418281203,318919670,136.26565294715783
418281203,5225928325,104.94830792543793
418281204,3074750131,234.40834717794814
418281204,419010096,219.32860425893966
418281204,1372433729,214.41732661305076
418281204,3114944518,222.49637196895608
418281206,3074750131,251.32328097265724
418281206,1372433732,279.7570444688297
418281206,418281207,262.30655341907925
418281207,1959272019,285.75507283769156
